"region_seqnames","region_start","region_end","region_width","region_sign","region_deltaEV1_mean","region_deltaEV1_min","region_deltaEV1_max","region_deltaEV2_mean","region_deltaEV2_min","region_deltaEV2_max","region_n_bins","gene_seqnames","gene_start","gene_end","gene_width","gene_gene_id","gene_gene_symbol"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37948674,37986242,37569,"148268","ZNF570"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37168530,37224248,55719,"163081","ZNF567"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37698828,37744574,45747,"163087","ZNF383"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38148650,38193216,44567,"163115","ZNF781"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38032273,38115079,82807,"163255","ZNF540"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37631001,37673615,42615,"199704","ZNF585A"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38113389,38156368,42980,"22835","ZFP30"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37331260,37413930,82671,"25850","ZNF345"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36872861,36919550,46690,"284406","ZFP82"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37278452,37329013,50562,"284408","ZNF790-AS1"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37746841,37769912,23072,"284412","LOC284412"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37793739,37865357,71619,"284459","ZNF875"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36991589,37029248,37660,"339324","ZNF260"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37224380,37273716,49337,"342892","ZNF850"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37369026,37417193,48168,"374899","ZNF829"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37397231,37498834,101604,"374900","ZNF568"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37299224,37351689,52466,"388536","ZNF790"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37987841,38044239,56399,"390927","ZNF793"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38035684,38095673,59990,"51276","ZNF571"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36815355,36880105,64751,"57677","ZFP14"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37024517,37106178,81662,"57711","ZNF529"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36902076,36923799,21724,"644189","LOC644189"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38298051,38327278,29228,"644554","LOC644554"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36970529,36991942,21414,"728752","ZNF566-AS1"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37852059,37893966,41908,"84503","ZNF527"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",38177264,38220691,43428,"84775","ZNF607"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37085719,37129499,43781,"84911","ZNF382"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",36926021,36990463,64443,"84924","ZNF566"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37118283,37167739,49457,"92283","ZNF461"
"chr19",36800001,38300000,1500000,1,0.0621733090594261,0.0463773866657189,0.0717962022424473,-0.0298642182783904,-0.0360077516673745,-0.0193621589878412,15,"chr19",37662481,37711451,48971,"92285","ZNF585B"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44599492,44627336,27845,"100379224","ZNF225-AS1"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44385956,44415955,30000,"100505715","LOC100505715"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44635710,44674462,38753,"10780","ZNF234"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44879808,44915777,35970,"26974","ZNF285"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44290079,44334808,44730,"284348","LYPD5"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44321473,44363050,41578,"284349","ZNF283"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44366515,44398116,31602,"342908","ZNF404"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44519494,44601623,82130,"342909","ZNF284"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44754033,44789470,35438,"353355","ZNF233"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44260685,44295409,34725,"3783","KCNN4"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44225301,44269142,43842,"56006","SMG9"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44210214,44234169,23956,"56269","IRGC"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44406776,44449411,42636,"7596","ZNF45"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44445397,44481752,36356,"7638","ZNF221"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44519494,44547262,27769,"7673","ZNF222"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44478322,44512477,34156,"7711","ZNF155"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44969859,45014574,44716,"7733","ZNF180"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44546164,44582142,35979,"7766","ZNF223"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44588482,44622479,33998,"7767","ZNF224"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44607548,44647255,39708,"7768","ZNF225"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44659215,44691838,32624,"7769","ZNF226"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44706691,44751421,44731,"7770","ZNF227"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44820706,44915777,95072,"7771","ZNF112"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44920426,44962766,42341,"7772","ZNF229"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44497077,44528072,30996,"7773","ZNF230"
"chr19",44200001,45000000,800000,1,0.0767885854244111,0.0473312921589252,0.0920242260140147,-0.0308135159414399,-0.0379251881151583,-0.0220477560037148,8,"chr19",44722357,44819178,96822,"9310","ZNF235"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53537991,53564380,26390,"100271846","ERVV-2"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53420388,53476164,55777,"100529240","ZNF816-ZNF321P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53782854,53804875,22022,"112401","BIRC8"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53442632,53476164,33533,"125893","ZNF816"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53960989,54016948,55960,"126017","ZNF813"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52790426,52839174,48749,"147657","ZNF480"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52922440,52965568,43129,"147658","ZNF534"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52946829,53030131,83303,"147660","ZNF578"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53507344,53529833,22490,"147664","ERVV-1"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53925227,53957925,32699,"147804","TPM3P9"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52648125,52684896,36772,"162962","ZNF836"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52829498,52880376,50879,"162963","ZNF610"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53258748,53300034,41287,"162966","ZNF600"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53357119,53410946,53828,"162967","ZNF320"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53858968,53899841,40874,"170958","ZNF525"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52288411,52339334,50924,"2359","FPR3"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52484587,52521483,36897,"284370","ZNF615"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52557719,52609018,51300,"284371","ZNF841"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53751545,53772855,21311,"317701","VN1R2"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53760013,53780918,20906,"317703","VN1R4"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53728638,53768111,39474,"342926","ZNF677"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53020909,53077717,56809,"388558","ZNF808"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53925227,53971515,46289,"388561","ZNF761"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53706201,53729355,23155,"390963","ZNF818P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53420388,53455847,35460,"399669","ZNF321P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52863170,52903597,40428,"400713","ZNF880"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52683055,52739678,56624,"5518","PPP2R1A"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53063526,53100427,36902,"55762","ZNF701"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53105618,53203886,98269,"55769","ZNF83"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53601132,53646173,45042,"55786","ZNF415"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52457593,52500079,42487,"59348","ZNF350"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53775543,53797602,22060,"646508","FAM90A27P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52382488,52418305,35818,"65251","ZNF649"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52775050,52795143,20094,"693228","MIR643"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53290661,53334922,44262,"7576","ZNF28"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53089937,53113405,23469,"7696","ZNF137P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53656552,53706619,50068,"79788","ZNF665"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52420688,52459011,38324,"79898","ZNF613"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53461504,53506784,45281,"79986","ZNF702P"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52506018,52541680,35663,"80110","ZNF614"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53196066,53248307,52242,"81856","ZNF611"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52891121,52931657,40537,"84436","ZNF528"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53631957,53672322,40366,"84671","ZNF347"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52349056,52404145,55090,"84765","ZNF577"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52607653,52653191,45539,"90317","ZNF616"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52762824,52805977,43154,"90321","ZNF766"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53331785,53370902,39118,"90333","ZNF468"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53559867,53616687,56821,"90338","ZNF160"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53858968,53940574,81607,"91661","ZNF765"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",53827002,53868122,41121,"91664","ZNF845"
"chr19",52300001,54000000,1700000,1,0.0517794546722873,0.0460679091372119,0.05919574021784,-0.030007608535097,-0.0363654778643858,-0.0194472818381082,17,"chr19",52526677,52562073,35397,"9668","ZNF432"
"chr19",56900001,57300000,400000,1,0.0772368177267966,0.0754782939793664,0.0804989984698383,-0.0242800015766232,-0.026575577487552,-0.0210524433435051,4,"chr19",56979243,57016805,37563,"100128252","ZNF667-AS1"
"chr19",56900001,57300000,400000,1,0.0772368177267966,0.0754782939793664,0.0804989984698383,-0.0242800015766232,-0.026575577487552,-0.0210524433435051,4,"chr19",57040317,57078170,37854,"140612","ZFP28"
